SESTAT DATA DICTIONARY/FILE LAYOUT FOR EPCG23.DAT

SAS NAME          LENGTH   FORMAT   START    END     TYPE         LABEL
GRFERN             0001    $CHAR1.  00663    00663   Character    N_ED_GR_FINAN_SUPP_EARNINGS
GRFGFT             0001    $CHAR1.  00664    00664   Character    N_ED_GR_FINAN_SUPP_GIFTS
GRFGRN             0001    $CHAR1.  00665    00665   Character    N_ED_GR_FINAN_SUPP_GRANTS
GRFLN              0001    $CHAR1.  00666    00666   Character    N_ED_GR_FINAN_SUPP_LOANS
GRFNODG            0001    $CHAR1.  00667    00667   Character    N_ED_GR_FINAN_SUPP_NO_DEGREE
GRFOT              0001    $CHAR1.  00668    00668   Character    N_ED_GR_FINAN_SUPP_OTHR
GRFPLN             0001    $CHAR1.  00669    00669   Character    N_ED_GR_FINAN_SUPP_LOANS_PARENT
GRFSAV             0001    $CHAR1.  00670    00670   Character    N_ED_GR_FINAN_SUPP_LOANS_SAVINGS
GRFVET             0001    $CHAR1.  00671    00671   Character    N_ED_GR_FINAN_SUPP_LOANS_VET
GRLOANR            0002    $CHAR2.  00672    00673   Character    N_ED_GR_FINAN_SUPP_BORROWED_RANGE_AMT
GROWER             0002    $CHAR2.  00674    00675   Character    N_ED_GR_FINAN_SUPP_BORROWED_RANGE_BAL
HAWAIIAN           0001    $CHAR1.  00676    00676   Character    U_DEM_RACE_HAWAIIAN
HCAPIN             0001    $CHAR1.  00677    00677   Character    X_DEM_DISABLE_IND
HDACY3             0010    10.0     00678    00687   Numeric      O_ED_HD_DEGREE_AWARD_YR_3_YR_GROUPING
HDACYR             0010    10.0     00688    00697   Numeric      O_ED_HD_DEGREE_AWARD_ACADEMIC_YR
HDADV              0001    $CHAR1.  00698    00698   Character    O_ED_HD_DEGREE_REAS_ADVANCEMT
HDAY5              0010    10.0     00699    00708   Numeric      O_ED_HD_DEGREE_AWARD_YR_5_YR_GROUPING
HDCAR              0001    $CHAR1.  00709    00709   Character    O_ED_HD_DEGREE_REAS_BEGIN_CAREER
HDCHG              0001    $CHAR1.  00710    00710   Character    O_ED_HD_DEGREE_REAS_CHG_FLD
HDCRN21C           0002    $CHAR2.  00711    00712   Character    O_ED_HD_SCHOOL_CARNEGIE_CLS_2021
HDDGRUS            0002    $CHAR2.  00713    00714   Character    O_ED_HD_SCHOOL_REGION_US_NONUS
HDEM               0001    $CHAR1.  00715    00715   Character    O_ED_HD_DEGREE_REAS_EMPR_REQ
HDGRD              0001    $CHAR1.  00716    00716   Character    O_ED_HD_DEGREE_REAS_PREP_GRAD_SCHL
HDINCD             0006    $CHAR6.  00717    00722   Character    O_ED_HD_SCHOOL_CODE
HDINT              0001    $CHAR1.  00723    00723   Character    O_ED_HD_DEGREE_REAS_PERSONL
HDLIC              0001    $CHAR1.  00724    00724   Character    O_ED_HD_DEGREE_REAS_LICENSING
HDMN               0008    8.0      00725    00732   Numeric      O_ED_HD_DEGREE_AWARD_MO
HDOT               0001    $CHAR1.  00733    00733   Character    O_ED_HD_DEGREE_REAS_OTHR
HDPBP21C           0001    $CHAR1.  00734    00734   Character    O_ED_HD_SCHOOL_PUB_OR_PRIV_2021
HDRGN              0002    $CHAR2.  00735    00736   Character    O_ED_HD_SCHOOL_REGION
HDSKL              0001    $CHAR1.  00737    00737   Character    O_ED_HD_DEGREE_REAS_ACQ_SKILL
HDST_TOGA          0003    $CHAR3.  00738    00740   Character    O_ED_HD_SCHOOL_ST_CTRY_CD_TOGA
HISPANIC           0001    $CHAR1.  00741    00741   Character    U_DEM_RACE_HISPANIC_ORIGIN_INDICATOR
HISPCAT0           0001    $CHAR1.  00742    00742   Character    U_DEM_HISPANIC_NO
HISPCAT1           0001    $CHAR1.  00743    00743   Character    U_DEM_HISPANIC_YES_MEXICAN
HISPCAT2           0001    $CHAR1.  00744    00744   Character    U_DEM_HISPANIC_YES_PUERTORICAN
HISPCAT3           0001    $CHAR1.  00745    00745   Character    U_DEM_HISPANIC_YES_CUBAN
HISPCAT4           0001    $CHAR1.  00746    00746   Character    U_DEM_HISPANIC_YES_OTHER
HRSWK              0007    7.0      00747    00753   Numeric      B_PRINCIPAL_JOB_WKLY_HRS
HSNOI              0001    $CHAR1.  00754    00754   Character    L_ED_HS_DEGREE_NONE
HSST_TOGA          0003    $CHAR3.  00755    00757   Character    L_ED_HS_SCHOOL_ST_CTRY_CD_TOGA
HSYR               0009    9.0      00758    00766   Numeric      L_ED_HS_DEGREE_AWARD_YR
INDCODE            0004    $CHAR4.  00767    00770   Character    E_JOB_EMPLR_INDUSTRY_CODE
JAPANESE           0001    $CHAR1.  00771    00771   Character    U_DEM_RACE_JAPANESE
JOBINS             0001    $CHAR1.  00772    00772   Character    E_JOB_EMPLR_BENEFITS_HEALTHINS
JOBPENS            0001    $CHAR1.  00773    00773   Character    E_JOB_EMPLR_BENEFITS_PENSION
JOBPROFT           0001    $CHAR1.  00774    00774   Character    E_JOB_EMPLR_BENEFITS_PROFIT_SHARING
JOBSATIS           0001    $CHAR1.  00775    00775   Character    F_JOB_SATISFACTION_OVERALL
JOBVAC             0001    $CHAR1.  00776    00776   Character    E_JOB_EMPLR_BENEFITS_VACATION
KOREAN             0001    $CHAR1.  00777    00777   Character    U_DEM_RACE_KOREAN
LFSTAT             0001    $CHAR1.  00778    00778   Character    A_JOB_STATUS_LABOR_FORCE_STAT
LOOKWK             0001    $CHAR1.  00779    00779   Character    A_JOB_STATUS_LOOKING_FOR_WRK_IND
LWMN               0007    7.0      00780    00786   Numeric      C_JOB_LAST_WRKD_MO
LWNVR              0001    $CHAR1.  00787    00787   Character    A_JOB_NEVER_WORKED_IND
LWYR               0009    9.0      00788    00796   Numeric      C_JOB_LAST_WRKD_YR
MARIND             0001    $CHAR1.  00797    00797   Character    W_DEM_MARITAL_STAT_MARRIED
MARSTA             0001    $CHAR1.  00798    00798   Character    W_DEM_MARITAL_STATUS
MGRNAT             0001    $CHAR1.  00799    00799   Character    F_JOB_MGR_TECH_EXPERTSE_PHYS_SCI
MGROTH             0001    $CHAR1.  00800    00800   Character    F_JOB_MGR_TECH_EXPERTSE_OTHER
MGRSOC             0001    $CHAR1.  00801    00801   Character    F_JOB_MGR_TECH_EXPERTSE_SOCIAL_SCI
MR3YR              0010    10.0     00802    00811   Numeric      M_ED_MR_DEGREE_AWARD_YR_3_YR_GROUPING
MR5YR              0010    10.0     00812    00821   Numeric      M_ED_MR_DEGREE_AWARD_YR_5_YR_GROUPING
MRADV              0001    $CHAR1.  00822    00822   Character    M_ED_MR_DEGREE_REAS_ADVANCEMT
MRCAR              0001    $CHAR1.  00823    00823   Character    M_ED_MR_DEGREE_REAS_BEGIN_CAREER
MRCHG              0001    $CHAR1.  00824    00824   Character    M_ED_MR_DEGREE_REAS_CHG_FLD
MRCRN21C           0002    $CHAR2.  00825    00826   Character    M_ED_MR_SCHOOL_CARNEGIE_CLS_2021
MRDACYR            0010    10.0     00827    00836   Numeric      M_ED_MR_DEGREE_AWARD_ACADEMIC_YR
MRDG               0001    $CHAR1.  00837    00837   Character    M_ED_MR_DEGREE_TYPE
MRDGRUS            0002    $CHAR2.  00838    00839   Character    M_ED_MR_SCHOOL_REGION_US_NONUS
MREM               0001    $CHAR1.  00840    00840   Character    M_ED_MR_DEGREE_REAS_EMPR_REQ
MRGRD              0001    $CHAR1.  00841    00841   Character    M_ED_MR_DEGREE_REAS_PREP_GRAD_SCHL
MRINT              0001    $CHAR1.  00842    00842   Character    M_ED_MR_DEGREE_REAS_PERSONL
MRLIC              0001    $CHAR1.  00843    00843   Character    M_ED_MR_DEGREE_REAS_LICENSING
MRMN               0008    8.0      00844    00851   Numeric      M_ED_MR_DEGREE_AWARD_MO
MROT               0001    $CHAR1.  00852    00852   Character    M_ED_MR_DEGREE_REAS_OTHR
MRPBP21C           0001    $CHAR1.  00853    00853   Character    M_ED_MR_SCHOOL_PUB_OR_PRIV_2021
MRRGN              0002    $CHAR2.  00854    00855   Character    M_ED_MR_SCHOOL_REGION
MRSKL              0001    $CHAR1.  00856    00856   Character    M_ED_MR_DEGREE_REAS_ACQ_SKILL
MRST_TOGA          0003    $CHAR3.  00857    00859   Character    M_ED_MR_SCHOOL_ST_CTRY_CD_TOGA
MRYR               0010    10.0     00860    00869   Numeric      M_ED_MR_DEGREE_AWARD_YR
N2ACED             0006    $CHAR6.  00870    00875   Character    N_ED_REF_WK_ENROLL_ED_CAT_NEW2
N2ACEDX            0006    $CHAR6.  00876    00881   Character    N_ED_REF_WK_ENROLL_ED_CAT_RPTD2
N2BAMED            0006    $CHAR6.  00882    00887   Character    J_ED_BA_MAJOR_ED_CAT_NEW2
N2BAMEDX           0006    $CHAR6.  00888    00893   Character    J_ED_BA_MAJOR_ED_CAT_RPTD_NEW2
N2BANED            0006    $CHAR6.  00894    00899   Character    J_ED_BA_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2BANEDX           0006    $CHAR6.  00900    00905   Character    J_ED_BA_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2D2MED            0006    $CHAR6.  00906    00911   Character    P_ED_2ND_HD_MAJOR_ED_CAT_NEW2
N2D2MEDX           0006    $CHAR6.  00912    00917   Character    P_ED_2ND_HD_MAJOR_ED_CAT_RPTD_NEW2
N2D2NED            0006    $CHAR6.  00918    00923   Character    P_ED_2ND_HD_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2D2NEDX           0006    $CHAR6.  00924    00929   Character    P_ED_2ND_HD_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2D3MED            0006    $CHAR6.  00930    00935   Character    Q_ED_3RD_HD_MAJOR_ED_CAT_NEW2
N2D3MEDX           0006    $CHAR6.  00936    00941   Character    Q_ED_3RD_HD_MAJOR_ED_CAT_RPTD_NEW2
N2D3NED            0006    $CHAR6.  00942    00947   Character    Q_ED_3RD_HD_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2D3NEDX           0006    $CHAR6.  00948    00953   Character    Q_ED_3RD_HD_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2D4MED            0006    $CHAR6.  00954    00959   Character    R_ED_4TH_HD_MAJOR_ED_CAT_NEW2
N2D4MEDX           0006    $CHAR6.  00960    00965   Character    R_ED_4TH_HD_MAJOR_ED_CAT_RPTD_NEW2
N2D4NED            0006    $CHAR6.  00966    00971   Character    R_ED_4TH_HD_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2D4NEDX           0006    $CHAR6.  00972    00977   Character    R_ED_4TH_HD_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2D5MED            0006    $CHAR6.  00978    00983   Character    S_ED_5TH_HD_MAJOR_ED_CAT_NEW2
N2D5MEDX           0006    $CHAR6.  00984    00989   Character    S_ED_5TH_HD_MAJOR_ED_CAT_RPTD_NEW2
N2D5NED            0006    $CHAR6.  00990    00995   Character    S_ED_5TH_HD_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2D5NEDX           0006    $CHAR6.  00996    01001   Character    S_ED_5TH_HD_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2DGRMED           0006    $CHAR6.  01002    01007   Character    O_ED_HD_MAJOR_ED_CAT_NEW2
N2HDMEDX           0006    $CHAR6.  01008    01013   Character    O_ED_HD_MAJOR_ED_CAT_RPTD_NEW2
N2HDNED            0006    $CHAR6.  01014    01019   Character    O_ED_HD_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2HDNEDX           0006    $CHAR6.  01020    01025   Character    O_ED_HD_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2MRMED            0006    $CHAR6.  01026    01031   Character    M_ED_MR_MAJOR_ED_CAT_NEW2
N2MRMEDX           0006    $CHAR6.  01032    01037   Character    M_ED_MR_MAJOR_ED_CAT_RPTD_NEW2
N2MRNED            0006    $CHAR6.  01038    01043   Character    M_ED_MR_MAJOR_2ND_MAJ_ED_CAT_NEW2
N2MRNEDX           0006    $CHAR6.  01044    01049   Character    M_ED_MR_MAJOR_2ND_MAJ_ED_CAT_RPTD_NEW2
N2OCBLST           0001    $CHAR1.  01050    01050   Character    C_JOB_LAST_OCC_GRP_BROAD_NEW2
N2OCMLST           0001    $CHAR1.  01051    01051   Character    C_JOB_LAST_OCC_GRP_MAJOR_NEW2
N2OCPRBG           0001    $CHAR1.  01052    01052   Character    B_JOB_OCC_GRP_BROAD_NEW2
N2OCPRMG           0001    $CHAR1.  01053    01053   Character    B_JOB_OCC_GRP_MAJOR_NEW2
N3OCLST            0006    $CHAR6.  01054    01059   Character    C_JOB_LAST_JOB_CAT_NEW3
N3OCLSTX           0006    $CHAR6.  01060    01065   Character    C_JOB_LAST_JOB_CAT_RPTD_NEW3
N3OCNLST           0002    $CHAR2.  01066    01067   Character    C_JOB_LAST_OCC_GRP_MINOR_NEW3
N3OCPR             0006    $CHAR6.  01068    01073   Character    B_JOB_CAT_NEW3
N3OCPRNG           0002    $CHAR2.  01074    01075   Character    B_JOB_OCC_GRP_MINOR_NEW3
N3OCPRX            0006    $CHAR6.  01076    01081   Character    B_JOB_CAT_RPTD_NEW3
NACEDMG            0001    $CHAR1.  01082    01082   Character    N_ED_REF_WK_ENROLL_ED_CAT_MAJOR_NEW
NACEDNG            0002    $CHAR2.  01083    01084   Character    N_ED_REF_WK_ENROLL_ED_CAT_MINOR_NEW
NATIVE             0001    $CHAR1.  01085    01085   Character    U_DEM_RACE_NATIVE
NBAMEBG            0001    $CHAR1.  01086    01086   Character    J_ED_BA_MAJOR_ED_GROUP_BROAD_NEW
NBAMEMG            0001    $CHAR1.  01087    01087   Character    J_ED_BA_MAJOR_ED_GROUP_MAJOR_NEW
NBAMENG            0002    $CHAR2.  01088    01089   Character    J_ED_BA_MAJOR_ED_GROUP_MINOR_NEW
NBANENG            0006    $CHAR6.  01090    01095   Character    J_ED_BA_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
NBASEMG            0006    $CHAR6.  01096    01101   Character    J_ED_BA_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
ND2MEMG            0001    $CHAR1.  01102    01102   Character    P_ED_2ND_HD_MAJOR_ED_GRP_MAJOR_NEW
ND2MENG            0002    $CHAR2.  01103    01104   Character    P_ED_2ND_HD_MAJOR_ED_GRP_MINOR_NEW
ND2NENG            0006    $CHAR6.  01105    01110   Character    P_ED_2ND_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
ND2SEMG            0006    $CHAR6.  01111    01116   Character    P_ED_2ND_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
ND3MEMG            0001    $CHAR1.  01117    01117   Character    Q_ED_3RD_HD_MAJOR_ED_GRP_MAJOR_NEW
ND3MENG            0002    $CHAR2.  01118    01119   Character    Q_ED_3RD_HD_MAJOR_ED_GRP_MINOR_NEW
ND3NENG            0006    $CHAR6.  01120    01125   Character    Q_ED_3RD_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
ND3SEMG            0006    $CHAR6.  01126    01131   Character    Q_ED_3RD_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
ND4MEMG            0001    $CHAR1.  01132    01132   Character    R_ED_4TH_HD_MAJOR_ED_GRP_MAJOR_NEW
ND4MENG            0002    $CHAR2.  01133    01134   Character    R_ED_4TH_HD_MAJOR_ED_GRP_MINOR_NEW
ND4NENG            0006    $CHAR6.  01135    01140   Character    R_ED_4TH_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
ND4SEMG            0006    $CHAR6.  01141    01146   Character    R_ED_4TH_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
ND5MEMG            0001    $CHAR1.  01147    01147   Character    S_ED_5TH_HD_MAJOR_ED_GRP_MAJOR_NEW
ND5MENG            0002    $CHAR2.  01148    01149   Character    S_ED_5TH_HD_MAJOR_ED_GRP_MINOR_NEW
ND5NENG            0006    $CHAR6.  01150    01155   Character    S_ED_5TH_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
ND5SEMG            0006    $CHAR6.  01156    01161   Character    S_ED_5TH_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
NDGMEBG            0001    $CHAR1.  01162    01162   Character    O_ED_HD_MAJOR_ED_GRP_BROAD_NEW
NDGMEMG            0001    $CHAR1.  01163    01163   Character    O_ED_HD_MAJOR_ED_GRP_MAJOR_NEW
NDGMENG            0002    $CHAR2.  01164    01165   Character    O_ED_HD_MAJOR_ED_GRP_MINOR_NEW
NEDTP              0002    $CHAR2.  01166    01167   Character    E_JOB_EMPLR_NON_EDUC_INST_TYPE
NEWBUS             0001    $CHAR1.  01168    01168   Character    E_JOB_EMPLR_NEW_BUSINESS
NHDNENG            0006    $CHAR6.  01169    01174   Character    O_ED_HD_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
NHDSEMG            0006    $CHAR6.  01175    01180   Character    O_ED_HD_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
NMRMEBG            0001    $CHAR1.  01181    01181   Character    M_ED_MR_MAJOR_ED_GRP_BROAD_NEW
NMRMEMG            0001    $CHAR1.  01182    01182   Character    M_ED_MR_MAJOR_ED_GRP_MAJOR_NEW
NMRMENG            0002    $CHAR2.  01183    01184   Character    M_ED_MR_MAJOR_ED_GRP_MINOR_NEW
NMRNENG            0006    $CHAR6.  01185    01190   Character    M_ED_MR_MAJOR_2ND_MAJ_ED_GRP_MINOR_NEW
NMRSEMG            0006    $CHAR6.  01191    01196   Character    M_ED_MR_MAJOR_2ND_MAJ_ED_GRP_MAJOR_NEW
NRCHG              0001    $CHAR1.  01197    01197   Character    B_JOB_OUTSIDE_FLD_REAS_CAREER_CHG
NRCON              0001    $CHAR1.  01198    01198   Character    B_JOB_OUTSIDE_FLD_REAS_WRKNG_CONDS
NRFAM              0001    $CHAR1.  01199    01199   Character    B_JOB_OUTSIDE_FLD_REAS_FAMILY
NRLOC              0001    $CHAR1.  01200    01200   Character    B_JOB_OUTSIDE_FLD_REAS_LOC
NROCNA             0001    $CHAR1.  01201    01201   Character    B_JOB_OUTSIDE_FLD_REAS_JOB_NOT_AVAIL
NROT               0001    $CHAR1.  01202    01202   Character    B_JOB_OUTSIDE_FLD_REAS_OTHR
NRPAY              0001    $CHAR1.  01203    01203   Character    B_JOB_OUTSIDE_FLD_REAS_PAY_OR_PROMOT
NRREA              0001    $CHAR1.  01204    01204   Character    B_JOB_OUTSIDE_FLD_REASON_PRIMRY
NRSEC              0001    $CHAR1.  01205    01205   Character    B_JOB_OUTSIDE_FLD_REASON_SECOND
NWFAM              0001    $CHAR1.  01206    01206   Character    A_JOB_NOT_WRKNG_REAS_FAMILY
NWILL              0001    $CHAR1.  01207    01207   Character    A_JOB_NOT_WRKNG_REAS_ILL_DISABLE
NWLAY              0001    $CHAR1.  01208    01208   Character    A_JOB_NOT_WRKNG_REAS_LAYOFF
NWNOND             0001    $CHAR1.  01209    01209   Character    A_JOB_NOT_WRKNG_REAS_NO_NEED
NWOCNA             0001    $CHAR1.  01210    01210   Character    A_JOB_NOT_WRKNG_REAS_JOB_NOT_AVAIL
NWOT               0001    $CHAR1.  01211    01211   Character    A_JOB_NOT_WRKNG_REAS_OTHR
NWRET              0001    $CHAR1.  01212    01212   Character    A_JOB_NOT_WRKNG_REAS_RETIRED
NWRTYR             0009    9.0      01213    01221   Numeric      A_JOB_NOT_WRKNG_REAS_RETIRED_YR
NWSTU              0001    $CHAR1.  01222    01222   Character    A_JOB_NOT_WRKNG_REAS_STUDENT
OBSNUM             0013    $CHAR13. 01223    01235   Character    Z_OBSERVATION_NUMBER
OCEDRLP            0001    $CHAR1.  01236    01236   Character    B_JOB_RELTD_TO_DEGREE
O_ASIAN            0001    $CHAR1.  01237    01237   Character    U_DEM_RACE_OTHER_ASIAN
O_PACIFIC          0001    $CHAR1.  01238    01238   Character    U_DEM_RACE_OTHER_PACIFIC_ISLANDER
PACIFIC            0001    $CHAR1.  01239    01239   Character    U_DEM_RACE_PACIFIC
PBPR21C            0001    $CHAR1.  01240    01240   Character    E_JOB_EMPLR_EDUC_INST_PUB_OR_PRIV_2021
PERMVYR            0009    9.0      01241    01249   Numeric      V_DEM_VISA_OBTAINED_YEAR
PJFAM              0001    $CHAR1.  01250    01250   Character    F_JOB_PART_TIME_REAS_FAMILY
PJHAJ              0001    $CHAR1.  01251    01251   Character    F_JOB_PART_TIME_REAS_HOLD_ANOTHER_JOB
PJHRS              0002    $CHAR2.  01252    01253   Character    F_JOB_PART_TIME_REAS_HRS_REDUCED
PJNOND             0001    $CHAR1.  01254    01254   Character    F_JOB_PART_TIME_REAS_NO_NEED
PJOCNA             0001    $CHAR1.  01255    01255   Character    F_JOB_PART_TIME_REAS_FT_JOB_NA
PJOT               0001    $CHAR1.  01256    01256   Character    F_JOB_PART_TIME_REAS_OTHR
PJRET              0001    $CHAR1.  01257    01257   Character    F_JOB_PART_TIME_REAS_RETIRED
PJRETYR            0009    9.0      01258    01266   Numeric      F_JOB_PART_TIME_REAS_RETIRED_YR
PJSTU              0001    $CHAR1.  01267    01267   Character    F_JOB_PART_TIME_REAS_STUDENT
PJWTFT             0001    $CHAR1.  01268    01268   Character    F_JOB_PART_TIME_WANT_FULL_TIME
PRMBR              0007    7.0      01269    01275   Numeric      D_JOB_PROF_ASSOC_MEMBRSHPS_NBR
PROMTGI            0001    $CHAR1.  01276    01276   Character    D_JOB_PROF_ASSOC_ATTEND_MTNGS_IND
RACECAT            0002    $CHAR2.  01277    01278   Character    U_DEM_RACE_CATEGORY
RACEM              0001    $CHAR1.  01279    01279   Character    U_DEM_MULTIPLE_RACE_CAT
RACETHM            0001    $CHAR1.  01280    01280   Character    U_DEM_MULTIPLE_RACE_ETHNICITY_CAT
REFYR              0009    9.0      01281    01289   Numeric      Z_SURVEY_YEAR
RESIDE             0003    $CHAR3.  01290    01292   Character    V_DEM_CITIZENSHIP_LIVE_IN_US_OR_TERR
RESPLCUS           0002    $CHAR2.  01293    01294   Character    U_RESPONDENT_LOCATION_US_NONUS
RESPLO3_TOGA       0003    $CHAR3.  01295    01297   Character    U_RESPONDENT_LOCATION_STATE_COUNTRY_TOGA
RESPLOC            0002    $CHAR2.  01298    01299   Character    U_RESPONDENT_LOCATION
SALARY             0012    12.0     01300    01311   Numeric      H_JOB_SALARY_ANN
SAMOAN             0001    $CHAR1.  01312    01312   Character    U_DEM_RACE_SAMOAN
SATADV             0001    $CHAR1.  01313    01313   Character    F_JOB_SATISFACTION_ADVANCEMENT
SATBEN             0001    $CHAR1.  01314    01314   Character    F_JOB_SATISFACTION_BENEFITS
SATCHAL            0001    $CHAR1.  01315    01315   Character    F_JOB_SATISFACTION_CHALLENGE
SATIND             0001    $CHAR1.  01316    01316   Character    F_JOB_SATISFACTION_INDEPENDENCE
SATLOC             0001    $CHAR1.  01317    01317   Character    F_JOB_SATISFACTION_LOCATION
SATRESP            0001    $CHAR1.  01318    01318   Character    F_JOB_SATISFACTION_RESPONSIBILITY
SATSAL             0001    $CHAR1.  01319    01319   Character    F_JOB_SATISFACTION_SALARY
SATSEC             0001    $CHAR1.  01320    01320   Character    F_JOB_SATISFACTION_SECURITY
SATSOC             0001    $CHAR1.  01321    01321   Character    F_JOB_SATISFACTION_SOCIETY
SEX_2023           0001    $CHAR1.  01322    01322   Character    U_DEM_SEX_2023
SPNAT              0001    $CHAR1.  01323    01323   Character    W_DEM_SPOUSE_WORK_EXPERT_PHYS_SCI
SPOT               0001    $CHAR1.  01324    01324   Character    W_DEM_SPOUSE_WORK_EXPERT_OTHER
SPOWK              0001    $CHAR1.  01325    01325   Character    W_DEM_SPOUSE_WORKING_IND
SPSOC              0001    $CHAR1.  01326    01326   Character    W_DEM_SPOUSE_WORK_EXPERT_SOCIAL_SCI
SRVMODE            0001    $CHAR1.  01327    01327   Character    Z_SURVEY_MODE
STRTMN             0007    7.0      01328    01334   Numeric      B_EMPLOYED_MONTH
STRTYR             0009    9.0      01335    01343   Numeric      B_EMPLOYED_YEAR
SUPDIR             0009    9.0      01344    01352   Numeric      F_JOB_SUPERVISE_NUM_DIR
SUPIND             0010    10.0     01353    01362   Numeric      F_JOB_SUPERVISE_NUM_INDIR
SUPWK              0001    $CHAR1.  01363    01363   Character    F_JOB_SUPERVISE_WRK_IND
SURID              0006    6.0      01364    01369   Numeric      Z_SURVEY_IDENTIFIER
SURV_SE            0001    $CHAR1.  01370    01370   Character    Z_SCIENCE_ENGINEERING_SURVEY_STATUS
TCDGCMP            0001    $CHAR1.  01371    01371   Character    N_ED_WORK_DEGREE_COMPLETED
TELEC              0002    $CHAR2.  01372    01373   Character    E_JOB_TELEWORK_STATUS
TELEFR             0001    $CHAR1.  01374    01374   Character    E_JOB_TELEWORK_FREQ
UGFAST             0001    $CHAR1.  01375    01375   Character    N_ED_UG_FINAN_SUPP_WRK_STUDY
UGFEM              0001    $CHAR1.  01376    01376   Character    N_ED_UG_FINAN_SUPP_EMPR
UGFERN             0001    $CHAR1.  01377    01377   Character    N_ED_UG_FINAN_SUPP_EARNINGS
UGFGFT             0001    $CHAR1.  01378    01378   Character    N_ED_UG_FINAN_SUPP_GIFTS
UGFGRN             0001    $CHAR1.  01379    01379   Character    N_ED_UG_FINAN_SUPP_GRANTS
UGFLN              0001    $CHAR1.  01380    01380   Character    N_ED_UG_FINAN_SUPP_LOANS
UGFNODG            0001    $CHAR1.  01381    01381   Character    N_ED_UG_FINAN_SUPP_NO_DEGREE
UGFOT              0001    $CHAR1.  01382    01382   Character    N_ED_UG_FINAN_SUPP_OTHR
UGFPLN             0001    $CHAR1.  01383    01383   Character    N_ED_UG_FINAN_SUPP_LOANS_PARENT
UGFSAV             0001    $CHAR1.  01384    01384   Character    N_ED_UG_FINAN_SUPP_LOANS_SAVINGS
UGFVET             0001    $CHAR1.  01385    01385   Character    N_ED_UG_FINAN_SUPP_LOANS_VET
UGLOANR            0002    $CHAR2.  01386    01387   Character    N_ED_UG_FINAN_SUPP_BORROWED_RANGE_AMT
UGOWER             0002    $CHAR2.  01388    01389   Character    N_ED_UG_FINAN_SUPP_BORROWED_RANGE_BAL
VETDATE1           0001    $CHAR1.  01390    01390   Character    U_DEM_VET_DATE1
VETDATE2           0001    $CHAR1.  01391    01391   Character    U_DEM_VET_DATE2
VETDATE3           0001    $CHAR1.  01392    01392   Character    U_DEM_VET_DATE3
VETDATE4           0001    $CHAR1.  01393    01393   Character    U_DEM_VET_DATE4
VETDATE5           0001    $CHAR1.  01394    01394   Character    U_DEM_VET_DATE5
VETSTAT            0001    $CHAR1.  01395    01395   Character    U_DEM_VET_STATUS
VIETNAMESE         0001    $CHAR1.  01396    01396   Character    U_DEM_RACE_VIETNAMESE
VSATP              0001    $CHAR1.  01397    01397   Character    V_DEM_TEMP_RESIDENT_VISA_TYPE
WAACC              0001    $CHAR1.  01398    01398   Character    F_JOB_WRK_ACTVTY_ACCTNG
WAAPRSH            0001    $CHAR1.  01399    01399   Character    F_JOB_WRK_ACTVTY_APPLIED_RSCH
WABRSH             0001    $CHAR1.  01400    01400   Character    F_JOB_WRK_ACTVTY_BASIC_RSCH
WACOM              0001    $CHAR1.  01401    01401   Character    F_JOB_WRK_ACTVTY_COMPUTER
WADEV              0001    $CHAR1.  01402    01402   Character    F_JOB_WRK_ACTVTY_DEVELOPMT
WADSN              0001    $CHAR1.  01403    01403   Character    F_JOB_WRK_ACTVTY_DESIGN
WAEMRL             0001    $CHAR1.  01404    01404   Character    F_JOB_WRK_ACTVTY_PERSONNEL
WAMGMT             0001    $CHAR1.  01405    01405   Character    F_JOB_WRK_ACTVTY_MGT
WAOT               0001    $CHAR1.  01406    01406   Character    F_JOB_WRK_ACTVTY_OTHR
